AGE,SEX,SCHOOL_AGED,SCHOOL_LEVEL,BURGERS_EATEN,RESTAURANTS_VISITED,CLASSIFICATION,STATE,COUNTY,COUNTY_CODE
59,MALE,False,NOT,69,6,0,VA,Chesterfield,51041
80,FEMALE,False,NOT,32,13,1,VA,Chesterfield,51041
64,MALE,False,NOT,36,2,1,VA,Arlington,51013
64,FEMALE,False,NOT,16,15,1,VA,Bedford,51019
9,MALE,True,ES,4,19,0,VA,Mecklenburg,51117
55,MALE,False,NOT,6,2,1,VA,Prince William,51153
52,FEMALE,False,NOT,34,1,0,VA,Chesterfield,51041
27,MALE,False,NOT,39,9,1,VA,Hanover,51085
39,FEMALE,False,NOT,90,11,1,VA,Montgomery,51121
48,FEMALE,False,NOT,15,8,1,VA,Pittsylvania,51143
25,FEMALE,False,NOT,58,16,1,MD,Prince Georges,24033
68,MALE,False,NOT,6,12,0,MD,Prince Georges,24033
55,MALE,False,NOT,23,9,1,VA,Charlottesville,51540
38,MALE,False,NOT,16,4,1,VA,Portsmouth,51740
64,FEMALE,False,NOT,33,4,0,VA,Alexandria,51510
34,FEMALE,False,NOT,3,10,0,VA,Wythe,51197
45,FEMALE,False,NOT,15,25,1,VA,Chesterfield,51041
17,FEMALE,True,HS,18,9,0,VA,Henrico,51087
62,MALE,False,NOT,17,1,0,VA,Fairfax,51059
5,MALE,True,ES,23,10,1,VA,Washington,51191
57,MALE,False,NOT,123,9,1,VA,Norfolk,51710
27,MALE,False,NOT,1,13,0,VA,Arlington,51013
35,MALE,False,NOT,58,5,1,VA,Halifax,51083
5,MALE,True,ES,7,1,0,VA,Henrico,51087
15,MALE,True,HS,39,5,0,VA,Chesterfield,51041
55,MALE,False,NOT,1,11,1,MD,Baltimore,24005
25,FEMALE,False,NOT,12,5,0,VA,Pulaski,51155
43,FEMALE,False,NOT,36,12,1,MD,Prince Georges,24033
20,MALE,True,CL,34,12,1,VA,Frederick,51069
60,MALE,False,NOT,18,13,0,VA,Portsmouth,51740
70,MALE,False,NOT,28,3,1,VA,Hanover,51085
70,FEMALE,False,NOT,25,3,1,VA,Halifax,51083
22,MALE,True,CL,74,14,1,VA,Russell,51167
60,MALE,False,NOT,17,3,0,MD,Anne Arundel,24003
75,MALE,False,NOT,99,3,1,VA,Lynchburg,51680
19,MALE,True,CL,29,6,0,VA,Norfolk,51710
28,MALE,False,NOT,57,7,0,VA,Frederick,51069
37,MALE,False,NOT,73,4,0,VA,Newport News,51700
41,FEMALE,False,NOT,16,6,1,VA,Bedford,51019
21,FEMALE,True,CL,100,1,1,MD,Howard,24027
35,FEMALE,False,NOT,53,1,1,VA,Pittsylvania,51143
33,FEMALE,False,NOT,11,11,1,VA,Montgomery,51121
19,FEMALE,True,CL,33,3,1,VA,Virginia Beach,51810
56,FEMALE,False,NOT,11,11,0,VA,Augusta,51015
19,MALE,True,CL,34,9,0,NC,Forsyth,37067
30,FEMALE,False,NOT,30,1,0,VA,Fairfax,51059
33,MALE,False,NOT,16,14,1,VA,Roanoke,51161
42,FEMALE,False,NOT,79,10,1,VA,Powhatan,51145
22,MALE,True,CL,24,7,1,VA,Newport News,51700
35,FEMALE,False,NOT,160,13,1,VA,Lynchburg,51680
44,MALE,False,NOT,12,4,0,VA,Wythe,51197
44,FEMALE,False,NOT,35,6,1,VA,Rockingham,51165
16,FEMALE,True,HS,45,1,1,VA,Loudoun,51107
16,MALE,True,HS,8,12,0,VA,Fairfax,51059
37,FEMALE,False,NOT,14,1,1,VA,Rockingham,51165
60,FEMALE,False,NOT,17,3,0,VA,Campbell,51031
23,FEMALE,False,CL,28,7,1,VA,Manassas,51683
17,MALE,True,HS,18,22,0,VA,Goochland,51075
47,MALE,False,NOT,48,3,1,VA,Mecklenburg,51117
51,MALE,False,NOT,8,7,1,VA,Newport News,51700
56,MALE,False,NOT,19,10,1,VA,Lynchburg,51680
34,FEMALE,False,NOT,24,14,1,VA,Portsmouth,51740
8,MALE,True,ES,6,12,1,VA,Campbell,51031
27,FEMALE,False,NOT,36,10,1,VA,Henrico,51087
9,FEMALE,True,ES,33,2,0,VA,Alexandria,51510
35,FEMALE,False,NOT,31,7,1,VA,Charlottesville,51540
38,FEMALE,False,NOT,38,3,0,VA,Frederick,51069
48,MALE,False,NOT,23,7,1,VA,Falls Church,51610
31,FEMALE,False,NOT,39,3,0,VA,Montgomery,51121
64,FEMALE,False,NOT,30,3,0,VA,Hanover,51085
74,FEMALE,False,NOT,4,11,1,VA,Falls Church,51610
56,MALE,False,NOT,6,4,0,VA,Albemarle,51003
43,FEMALE,False,NOT,74,4,1,VA,Lynchburg,51680
44,FEMALE,False,NOT,24,1,0,VA,Brunswick,51025
44,FEMALE,False,NOT,34,14,1,VA,Richmond City,51760
35,FEMALE,False,NOT,32,14,1,VA,Chesterfield,51041
44,FEMALE,False,NOT,27,1,0,VA,Halifax,51083
34,MALE,False,NOT,105,17,1,VA,Wythe,51197
61,MALE,False,NOT,38,2,1,VA,Powhatan,51145
40,FEMALE,False,NOT,16,17,0,NC,Guilford,37081
38,FEMALE,False,NOT,73,10,1,VA,Wythe,51197
37,FEMALE,False,NOT,22,7,0,VA,Albemarle,51003
11,MALE,True,MS,35,3,1,VA,Roanoke,51161
17,FEMALE,True,HS,29,15,0,VA,Roanoke,51161
17,FEMALE,True,HS,73,11,1,VA,Portsmouth,51740
45,FEMALE,False,NOT,25,9,1,VA,Tazewell,51185
9,FEMALE,True,ES,21,12,0,VA,Washington,51191
48,FEMALE,False,NOT,41,5,1,VA,Powhatan,51145
44,FEMALE,False,NOT,52,10,1,VA,Halifax,51083
46,MALE,False,NOT,72,7,1,VA,Pulaski,51155
41,FEMALE,False,NOT,36,3,0,VA,Wise,51195
52,FEMALE,False,NOT,53,3,0,VA,Goochland,51075
57,FEMALE,False,NOT,57,12,1,VA,Roanoke City,51770
36,MALE,False,NOT,23,3,1,VA,Pulaski,51155
52,FEMALE,False,NOT,21,1,1,VA,Campbell,51031
7,MALE,True,ES,12,6,0,VA,Wise,51195
63,MALE,False,NOT,9,25,1,VA,Fauquier,51061
11,MALE,True,MS,9,9,0,VA,Goochland,51075
41,FEMALE,False,NOT,8,3,0,VA,Pulaski,51155
44,FEMALE,False,NOT,33,8,1,VA,Brunswick,51025
44,MALE,False,NOT,1,18,1,VA,Frederick,51069
36,FEMALE,False,NOT,57,9,1,VA,Henrico,51087
27,FEMALE,False,NOT,18,13,1,VA,Montgomery,51121
50,FEMALE,False,NOT,20,11,1,MD,Montgomery,24031
38,MALE,False,NOT,21,7,1,MD,Montgomery,24031
11,MALE,True,MS,39,10,0,MD,Baltimore,24005
55,FEMALE,False,NOT,45,9,1,VA,Fairfax,51059
62,FEMALE,False,NOT,3,5,0,VA,Tazewell,51185
26,FEMALE,False,NOT,42,1,0,VA,Falls Church,51610
46,MALE,False,NOT,17,11,1,VA,Fairfax,51059
31,FEMALE,False,NOT,12,13,1,VA,Hampton,51650
45,MALE,False,NOT,2,5,0,VA,Arlington,51013
61,MALE,False,NOT,3,3,0,VA,Roanoke City,51770
30,MALE,False,NOT,10,7,1,VA,Fauquier,51061
48,FEMALE,False,NOT,19,4,0,VA,Arlington,51013
7,FEMALE,True,ES,7,7,0,VA,Norfolk,51710
25,MALE,False,NOT,75,11,1,VA,Virginia Beach,51810
17,FEMALE,True,HS,3,7,1,VA,Russell,51167
80,FEMALE,False,NOT,14,9,0,VA,Arlington,51013
44,FEMALE,False,NOT,50,5,1,VA,Arlington,51013
24,MALE,False,NOT,38,2,0,VA,Chesapeake,51550
52,FEMALE,False,NOT,5,7,0,VA,Norfolk,51710
15,FEMALE,True,HS,57,3,1,VA,Augusta,51015
50,MALE,False,NOT,46,1,1,VA,Alexandria,51510
29,MALE,False,NOT,18,7,1,VA,Augusta,51015
53,MALE,False,NOT,5,3,1,VA,Frederick,51069
12,FEMALE,True,MS,2,1,0,VA,Campbell,51031
3,FEMALE,True,NOT,13,15,0,VA,Washington,51191
54,FEMALE,False,NOT,10,8,1,NC,Guilford,37081
32,MALE,False,NOT,67,16,1,VA,Roanoke City,51770
58,FEMALE,False,NOT,20,3,1,VA,Hampton,51650
50,MALE,False,NOT,44,1,0,VA,Brunswick,51025
58,FEMALE,False,NOT,22,2,1,VA,Frederick,51069
58,FEMALE,False,NOT,10,7,1,VA,Wythe,51197
36,FEMALE,False,NOT,35,17,1,VA,Hanover,51085
63,FEMALE,False,NOT,8,7,1,VA,Arlington,51013
48,FEMALE,False,NOT,77,3,1,VA,Russell,51167
71,MALE,False,NOT,9,7,0,VA,Prince William,51153
15,FEMALE,True,HS,86,7,1,VA,Portsmouth,51740
23,FEMALE,False,CL,76,10,1,VA,Rockingham,51165
35,MALE,False,NOT,47,14,1,VA,Roanoke,51161
46,FEMALE,False,NOT,37,5,0,VA,Manassas,51683
64,MALE,False,NOT,45,5,0,MD,Prince Georges,24033
27,FEMALE,False,NOT,19,3,0,NC,Mecklenburg,37119
48,MALE,False,NOT,32,8,1,VA,Halifax,51083
32,MALE,False,NOT,38,14,0,VA,Hampton,51650
38,MALE,False,NOT,19,10,0,VA,Goochland,51075
73,FEMALE,False,NOT,23,6,0,VA,Norfolk,51710
49,MALE,False,NOT,38,1,1,VA,Pittsylvania,51143
64,FEMALE,False,NOT,13,9,1,VA,Augusta,51015
64,FEMALE,False,NOT,45,2,0,VA,Chesterfield,51041
18,MALE,True,HS,19,2,1,VA,Augusta,51015
29,MALE,False,NOT,31,3,1,VA,Wise,51195
49,FEMALE,False,NOT,16,6,1,VA,Newport News,51700
52,MALE,False,NOT,71,5,1,VA,Rockingham,51165
86,MALE,False,NOT,5,13,1,VA,Halifax,51083
75,FEMALE,False,NOT,2,1,1,VA,Virginia Beach,51810
47,MALE,False,NOT,53,3,1,VA,Prince William,51153
7,MALE,True,ES,58,2,1,VA,Roanoke,51161
14,MALE,True,HS,41,7,0,VA,Pittsylvania,51143
61,MALE,False,NOT,21,1,0,VA,Rockingham,51165
48,FEMALE,False,NOT,18,3,1,VA,Arlington,51013
70,MALE,False,NOT,19,4,0,VA,Henrico,51087
10,FEMALE,True,ES,50,25,1,VA,Wise,51195
45,FEMALE,False,NOT,43,14,1,VA,Norfolk,51710
30,FEMALE,False,NOT,7,1,0,VA,Pittsylvania,51143
22,MALE,True,CL,36,14,1,VA,Fauquier,51061
4,FEMALE,True,NOT,5,6,0,VA,Montgomery,51121
20,FEMALE,True,CL,10,12,0,VA,Lynchburg,51680
70,MALE,False,NOT,2,18,1,VA,Halifax,51083
43,FEMALE,False,NOT,59,1,1,VA,Hampton,51650
40,MALE,False,NOT,7,4,0,VA,Virginia Beach,51810
68,MALE,False,NOT,3,4,0,VA,Hanover,51085
46,FEMALE,False,NOT,10,3,1,VA,Portsmouth,51740
18,MALE,True,HS,93,1,1,VA,Prince William,51153
27,FEMALE,False,NOT,14,10,0,VA,Pittsylvania,51143
48,MALE,False,NOT,13,2,1,VA,Portsmouth,51740
39,FEMALE,False,NOT,49,11,1,VA,Frederick,51069
56,FEMALE,False,NOT,23,10,0,VA,Russell,51167
58,MALE,False,NOT,42,8,1,VA,Roanoke,51161
15,FEMALE,True,HS,9,6,1,VA,Fauquier,51061
19,FEMALE,True,CL,12,10,1,MD,Prince Georges,24033
25,MALE,False,NOT,62,5,0,VA,Manassas,51683
40,MALE,False,NOT,66,5,0,VA,Pulaski,51155
18,MALE,True,HS,58,5,1,VA,Manassas,51683
14,FEMALE,True,HS,27,1,0,VA,Henrico,51087
43,MALE,False,NOT,25,18,1,VA,Fairfax,51059
34,FEMALE,False,NOT,17,9,0,MD,Baltimore,24005
68,MALE,False,NOT,27,8,1,VA,Newport News,51700
11,FEMALE,True,MS,31,3,0,MD,Prince Georges,24033
78,MALE,False,NOT,45,8,0,VA,Alexandria,51510
18,FEMALE,True,HS,27,4,1,VA,Bedford,51019
53,MALE,False,NOT,6,5,1,VA,Mecklenburg,51117
81,MALE,False,NOT,17,10,1,VA,Charlottesville,51540
27,MALE,False,NOT,1,3,0,VA,Portsmouth,51740
61,MALE,False,NOT,70,13,0,VA,Pulaski,51155
25,MALE,False,NOT,62,2,1,VA,Falls Church,51610
42,MALE,False,NOT,28,4,1,VA,Arlington,51013
50,FEMALE,False,NOT,34,9,1,VA,Falls Church,51610
59,MALE,False,NOT,34,11,1,VA,Virginia Beach,51810
8,MALE,True,ES,16,1,0,VA,Arlington,51013
21,MALE,True,CL,3,3,1,VA,Russell,51167
9,MALE,True,ES,34,19,0,VA,Washington,51191
35,FEMALE,False,NOT,41,3,0,VA,Pittsylvania,51143
88,MALE,False,NOT,18,1,1,VA,Pulaski,51155
74,FEMALE,False,NOT,21,2,1,VA,Prince William,51153
35,FEMALE,False,NOT,13,3,0,VA,Loudoun,51107
18,MALE,True,HS,1,1,0,VA,Chesapeake,51550
82,FEMALE,False,NOT,16,1,1,VA,Virginia Beach,51810
82,FEMALE,False,NOT,99,16,1,MD,Howard,24027
31,MALE,False,NOT,80,14,1,VA,Halifax,51083
17,MALE,True,HS,28,15,0,VA,Hanover,51085
36,FEMALE,False,NOT,76,6,1,VA,Manassas,51683
13,FEMALE,True,MS,18,6,0,VA,Arlington,51013
28,FEMALE,False,NOT,40,14,0,VA,Prince William,51153
6,FEMALE,True,ES,4,3,0,MD,Howard,24027
17,FEMALE,True,HS,36,16,0,VA,Augusta,51015
27,MALE,False,NOT,33,1,1,VA,Hampton,51650
61,MALE,False,NOT,43,6,0,VA,Arlington,51013
42,MALE,False,NOT,18,6,0,VA,Pittsylvania,51143
30,FEMALE,False,NOT,4,14,1,VA,Washington,51191
25,FEMALE,False,NOT,9,11,0,VA,Charlottesville,51540
78,FEMALE,False,NOT,14,13,1,VA,Tazewell,51185
22,FEMALE,True,CL,9,1,0,VA,Arlington,51013
4,MALE,True,NOT,52,18,0,VA,Roanoke City,51770
60,MALE,False,NOT,20,13,0,VA,Powhatan,51145
31,FEMALE,False,NOT,15,5,0,VA,Newport News,51700
28,MALE,False,NOT,15,4,1,MD,Anne Arundel,24003
24,MALE,False,NOT,27,5,1,VA,Wise,51195
42,FEMALE,False,NOT,29,7,1,VA,Wise,51195
57,FEMALE,False,NOT,65,9,1,VA,Pulaski,51155
63,FEMALE,False,NOT,62,2,1,VA,Richmond City,51760
47,MALE,False,NOT,15,3,1,VA,Brunswick,51025
65,MALE,False,NOT,18,3,1,VA,Mecklenburg,51117
21,FEMALE,True,CL,27,9,1,VA,Pulaski,51155
3,MALE,True,NOT,20,5,0,VA,Norfolk,51710
77,FEMALE,False,NOT,29,7,1,VA,Rockingham,51165
31,MALE,False,NOT,8,9,1,NC,Wake,37183
61,MALE,False,NOT,22,6,0,VA,Pittsylvania,51143
11,MALE,True,MS,34,7,0,VA,Campbell,51031
42,FEMALE,False,NOT,17,2,0,VA,Roanoke City,51770
21,FEMALE,True,CL,33,12,1,VA,Charlottesville,51540
39,FEMALE,False,NOT,26,6,1,VA,Tazewell,51185
46,MALE,False,NOT,20,8,1,VA,Halifax,51083
56,FEMALE,False,NOT,44,5,1,MD,Prince Georges,24033
34,MALE,False,NOT,23,4,1,VA,Mecklenburg,51117
20,MALE,True,CL,37,6,1,VA,Wise,51195
31,FEMALE,False,NOT,7,6,1,MD,Anne Arundel,24003
75,MALE,False,NOT,76,2,1,VA,Arlington,51013
44,MALE,False,NOT,10,6,0,MD,Montgomery,24031
9,MALE,True,ES,31,25,1,VA,Newport News,51700
29,MALE,False,NOT,5,10,0,VA,Bedford,51019
42,MALE,False,NOT,26,2,1,VA,Portsmouth,51740
65,FEMALE,False,NOT,8,2,0,VA,Portsmouth,51740
76,FEMALE,False,NOT,34,8,1,VA,Hanover,51085
56,FEMALE,False,NOT,32,3,1,VA,Falls Church,51610
24,MALE,False,NOT,49,6,1,VA,Loudoun,51107
22,FEMALE,True,CL,28,12,0,VA,Campbell,51031
42,MALE,False,NOT,25,6,0,VA,Augusta,51015
38,MALE,False,NOT,7,6,0,NC,Wake,37183
25,MALE,False,NOT,39,7,1,VA,Lynchburg,51680
12,MALE,True,MS,51,13,0,VA,Lynchburg,51680
49,FEMALE,False,NOT,13,5,1,VA,Chesterfield,51041
25,MALE,False,NOT,12,4,0,VA,Brunswick,51025
49,FEMALE,False,NOT,50,1,1,VA,Halifax,51083
45,FEMALE,False,NOT,11,14,0,VA,Washington,51191
66,FEMALE,False,NOT,45,3,1,VA,Fauquier,51061
80,FEMALE,False,NOT,27,1,1,VA,Goochland,51075
13,MALE,True,MS,33,4,1,VA,Charlottesville,51540
19,MALE,True,CL,19,1,1,VA,Richmond City,51760
74,MALE,False,NOT,79,3,1,VA,Chesapeake,51550
58,MALE,False,NOT,49,7,1,VA,Norfolk,51710
17,FEMALE,True,HS,6,14,1,VA,Augusta,51015
76,MALE,False,NOT,33,12,1,VA,Washington,51191
11,MALE,True,MS,9,1,0,VA,Goochland,51075
12,MALE,True,MS,10,2,0,VA,Arlington,51013
31,MALE,False,NOT,11,9,1,NC,Wake,37183
63,FEMALE,False,NOT,31,3,0,VA,Frederick,51069
32,MALE,False,NOT,91,5,1,VA,Lynchburg,51680
47,MALE,False,NOT,44,12,1,VA,Hanover,51085
6,FEMALE,True,ES,11,8,1,VA,Loudoun,51107
83,MALE,False,NOT,74,15,1,VA,Newport News,51700
29,MALE,False,NOT,51,1,0,VA,Mecklenburg,51117
52,MALE,False,NOT,12,6,0,VA,Campbell,51031
37,MALE,False,NOT,21,1,1,VA,Halifax,51083
41,FEMALE,False,NOT,56,4,0,VA,Wythe,51197
20,FEMALE,True,CL,68,3,0,VA,Henrico,51087
8,MALE,True,ES,16,2,1,NC,Wake,37183
23,MALE,False,CL,2,2,0,VA,Brunswick,51025
53,FEMALE,False,NOT,46,9,1,MD,Prince Georges,24033
22,MALE,True,CL,50,8,1,VA,Portsmouth,51740
58,MALE,False,NOT,1,3,1,VA,Chesapeake,51550
59,MALE,False,NOT,26,8,1,VA,Hanover,51085
8,FEMALE,True,ES,101,6,0,VA,Arlington,51013
29,FEMALE,False,NOT,40,3,0,VA,Bedford,51019
52,FEMALE,False,NOT,16,2,1,VA,Virginia Beach,51810
25,FEMALE,False,NOT,28,4,0,VA,Manassas,51683
70,FEMALE,False,NOT,19,5,0,VA,Wise,51195
32,FEMALE,False,NOT,2,13,1,VA,Mecklenburg,51117
6,MALE,True,ES,11,4,0,VA,Roanoke,51161
55,MALE,False,NOT,32,13,1,VA,Goochland,51075
21,FEMALE,True,CL,13,2,0,VA,Arlington,51013
42,FEMALE,False,NOT,6,16,0,VA,Fauquier,51061
60,MALE,False,NOT,34,17,0,VA,Portsmouth,51740
72,FEMALE,False,NOT,89,5,0,VA,Hampton,51650
4,FEMALE,True,NOT,14,4,0,VA,Rockingham,51165
45,FEMALE,False,NOT,22,2,0,VA,Campbell,51031
32,MALE,False,NOT,9,4,1,VA,Portsmouth,51740
18,FEMALE,True,HS,22,4,0,VA,Bedford,51019
18,MALE,True,HS,12,14,0,VA,Chesapeake,51550
19,MALE,True,CL,26,7,0,VA,Montgomery,51121
21,MALE,True,CL,14,10,0,VA,Tazewell,51185
24,MALE,False,NOT,79,3,0,VA,Loudoun,51107
75,MALE,False,NOT,77,4,0,VA,Roanoke City,51770
30,MALE,False,NOT,14,1,0,VA,Richmond City,51760
28,FEMALE,False,NOT,28,4,0,VA,Loudoun,51107
59,FEMALE,False,NOT,10,3,1,VA,Mecklenburg,51117
17,MALE,True,HS,46,19,1,VA,Albemarle,51003
88,FEMALE,False,NOT,42,12,1,VA,Fairfax,51059
22,FEMALE,True,CL,16,3,1,VA,Manassas,51683
51,FEMALE,False,NOT,23,2,0,VA,Alexandria,51510
71,FEMALE,False,NOT,22,8,0,NC,Durham,37063
44,FEMALE,False,NOT,11,8,0,VA,Portsmouth,51740
6,FEMALE,True,ES,11,1,0,VA,Prince William,51153
27,FEMALE,False,NOT,37,7,1,VA,Powhatan,51145
53,MALE,False,NOT,38,15,1,VA,Brunswick,51025
7,FEMALE,True,ES,74,8,1,VA,Hampton,51650
6,FEMALE,True,ES,8,5,0,VA,Rockingham,51165
66,MALE,False,NOT,88,4,1,VA,Manassas,51683
44,MALE,False,NOT,38,5,1,VA,Chesapeake,51550
10,MALE,True,ES,5,2,0,VA,Mecklenburg,51117
24,FEMALE,False,NOT,18,15,0,MD,Montgomery,24031
34,MALE,False,NOT,28,9,1,VA,Washington,51191
45,MALE,False,NOT,5,1,1,VA,Charlottesville,51540
18,MALE,True,HS,46,3,1,NC,Wake,37183
50,MALE,False,NOT,15,3,1,VA,Bedford,51019
47,FEMALE,False,NOT,14,20,1,VA,Hanover,51085
33,FEMALE,False,NOT,62,4,1,VA,Frederick,51069
30,FEMALE,False,NOT,16,1,0,VA,Loudoun,51107
27,MALE,False,NOT,49,3,1,VA,Arlington,51013
48,FEMALE,False,NOT,27,13,1,VA,Norfolk,51710
23,FEMALE,False,CL,46,5,1,VA,Hanover,51085
32,FEMALE,False,NOT,20,5,1,VA,Powhatan,51145
29,FEMALE,False,NOT,28,4,1,VA,Henrico,51087
38,FEMALE,False,NOT,65,3,1,VA,Powhatan,51145
43,FEMALE,False,NOT,31,9,1,MD,Baltimore,24005
56,FEMALE,False,NOT,10,9,0,VA,Alexandria,51510
34,MALE,False,NOT,16,1,1,VA,Henrico,51087
84,MALE,False,NOT,44,1,1,VA,Powhatan,51145
38,FEMALE,False,NOT,16,2,1,VA,Halifax,51083
28,FEMALE,False,NOT,5,7,1,NC,Wake,37183
9,MALE,True,ES,28,4,0,VA,Fauquier,51061
29,FEMALE,False,NOT,12,1,1,VA,Chesterfield,51041
45,FEMALE,False,NOT,25,5,1,VA,Albemarle,51003
70,FEMALE,False,NOT,15,5,0,VA,Powhatan,51145
37,MALE,False,NOT,32,2,1,VA,Manassas,51683
33,MALE,False,NOT,88,21,1,VA,Alexandria,51510
32,MALE,False,NOT,101,6,1,VA,Wise,51195
77,FEMALE,False,NOT,17,4,1,VA,Pittsylvania,51143
55,MALE,False,NOT,25,4,1,VA,Pittsylvania,51143
54,FEMALE,False,NOT,29,8,1,VA,Campbell,51031
29,MALE,False,NOT,11,2,0,VA,Hampton,51650
62,MALE,False,NOT,3,9,0,VA,Hanover,51085
16,MALE,True,HS,66,20,1,VA,Chesapeake,51550
62,MALE,False,NOT,54,1,0,VA,Richmond City,51760
29,MALE,False,NOT,4,7,1,VA,Albemarle,51003
32,FEMALE,False,NOT,62,5,1,VA,Roanoke City,51770
23,FEMALE,False,CL,27,1,0,VA,Rockingham,51165
49,FEMALE,False,NOT,29,17,0,VA,Tazewell,51185
46,FEMALE,False,NOT,62,2,0,VA,Richmond City,51760
49,FEMALE,False,NOT,19,6,0,VA,Pulaski,51155
14,MALE,True,HS,18,3,0,VA,Augusta,51015
20,MALE,True,CL,63,3,0,VA,Tazewell,51185
43,FEMALE,False,NOT,1,13,1,VA,Hampton,51650
50,FEMALE,False,NOT,6,9,1,VA,Albemarle,51003
42,FEMALE,False,NOT,52,5,1,VA,Arlington,51013
13,FEMALE,True,MS,58,3,1,VA,Newport News,51700
15,MALE,True,HS,10,1,0,VA,Washington,51191
43,MALE,False,NOT,52,16,1,VA,Arlington,51013
89,FEMALE,False,NOT,50,1,1,VA,Campbell,51031
15,FEMALE,True,HS,30,14,1,NC,Mecklenburg,37119
13,MALE,True,MS,25,11,1,VA,Washington,51191
30,MALE,False,NOT,15,2,0,NC,Forsyth,37067
64,FEMALE,False,NOT,14,2,0,VA,Brunswick,51025
57,MALE,False,NOT,3,6,0,VA,Wythe,51197
41,FEMALE,False,NOT,14,6,0,VA,Augusta,51015
54,MALE,False,NOT,30,3,1,NC,Mecklenburg,37119
18,FEMALE,True,HS,4,11,1,VA,Hanover,51085
67,MALE,False,NOT,41,20,1,VA,Fauquier,51061
28,FEMALE,False,NOT,19,12,0,VA,Fairfax,51059
42,MALE,False,NOT,24,12,1,VA,Bedford,51019
38,FEMALE,False,NOT,40,8,1,VA,Frederick,51069
47,MALE,False,NOT,15,1,1,VA,Wythe,51197
15,MALE,True,HS,30,4,0,VA,Chesapeake,51550
85,FEMALE,False,NOT,35,13,1,VA,Lynchburg,51680
23,FEMALE,False,CL,37,4,0,VA,Albemarle,51003
67,FEMALE,False,NOT,36,4,1,VA,Portsmouth,51740
52,MALE,False,NOT,7,3,0,NC,Guilford,37081
31,MALE,False,NOT,11,7,1,VA,Charlottesville,51540
11,FEMALE,True,MS,40,7,0,NC,Guilford,37081
33,FEMALE,False,NOT,11,4,1,VA,Hanover,51085
10,FEMALE,True,ES,26,11,1,VA,Powhatan,51145
27,MALE,False,NOT,32,1,1,VA,Alexandria,51510
35,FEMALE,False,NOT,5,5,0,MD,Montgomery,24031
10,FEMALE,True,ES,8,22,0,VA,Rockingham,51165
21,MALE,True,CL,36,6,1,VA,Fauquier,51061
71,FEMALE,False,NOT,43,4,1,VA,Roanoke City,51770
20,MALE,True,CL,36,13,0,VA,Loudoun,51107
24,MALE,False,NOT,3,6,0,VA,Bedford,51019
11,MALE,True,MS,5,6,1,VA,Russell,51167
51,FEMALE,False,NOT,19,8,1,VA,Washington,51191
31,MALE,False,NOT,4,5,1,VA,Goochland,51075
33,MALE,False,NOT,11,9,1,VA,Washington,51191
35,FEMALE,False,NOT,111,10,1,VA,Lynchburg,51680
36,MALE,False,NOT,61,20,1,VA,Chesterfield,51041
70,MALE,False,NOT,9,13,0,VA,Richmond City,51760
24,FEMALE,False,NOT,3,6,0,VA,Arlington,51013
56,MALE,False,NOT,32,6,1,VA,Goochland,51075
19,FEMALE,True,CL,14,1,1,MD,Prince Georges,24033
52,MALE,False,NOT,40,7,0,VA,Henrico,51087
7,MALE,True,ES,22,7,0,VA,Hampton,51650
25,FEMALE,False,NOT,121,3,0,VA,Pulaski,51155
46,MALE,False,NOT,28,7,1,NC,Durham,37063
32,FEMALE,False,NOT,33,1,1,VA,Fauquier,51061
86,FEMALE,False,NOT,79,18,1,VA,Charlottesville,51540
41,MALE,False,NOT,3,3,0,VA,Pulaski,51155
33,FEMALE,False,NOT,55,2,1,VA,Newport News,51700
49,MALE,False,NOT,57,12,1,VA,Wise,51195
40,MALE,False,NOT,27,9,1,VA,Newport News,51700
26,FEMALE,False,NOT,25,1,0,VA,Chesapeake,51550
29,MALE,False,NOT,15,7,0,VA,Fauquier,51061
52,MALE,False,NOT,4,3,0,VA,Hampton,51650
45,MALE,False,NOT,16,9,0,MD,Prince Georges,24033
13,MALE,True,MS,8,1,1,NC,Durham,37063
41,MALE,False,NOT,11,4,0,VA,Montgomery,51121
25,MALE,False,NOT,28,2,0,VA,Frederick,51069
36,MALE,False,NOT,13,14,0,VA,Tazewell,51185
33,FEMALE,False,NOT,37,10,1,VA,Fauquier,51061
9,MALE,True,ES,25,12,0,MD,Montgomery,24031
54,FEMALE,False,NOT,21,3,0,VA,Halifax,51083
63,FEMALE,False,NOT,8,11,1,VA,Chesterfield,51041
67,FEMALE,False,NOT,21,1,1,VA,Loudoun,51107
17,MALE,True,HS,48,25,1,VA,Montgomery,51121
26,FEMALE,False,NOT,5,1,0,VA,Rockingham,51165
20,MALE,True,CL,8,19,0,VA,Washington,51191
22,FEMALE,True,CL,26,11,0,VA,Russell,51167
34,FEMALE,False,NOT,2,7,1,MD,Baltimore,24005
34,MALE,False,NOT,24,3,0,NC,Mecklenburg,37119
68,FEMALE,False,NOT,5,6,1,MD,Howard,24027
17,FEMALE,True,HS,37,4,0,VA,Manassas,51683
60,MALE,False,NOT,26,11,1,NC,Guilford,37081
47,MALE,False,NOT,104,7,1,VA,Montgomery,51121
70,MALE,False,NOT,19,2,0,VA,Brunswick,51025
42,MALE,False,NOT,34,5,1,VA,Tazewell,51185
27,FEMALE,False,NOT,13,7,0,NC,Mecklenburg,37119
